dataset,data_path,knn_k,run_seed,split_seed,train_seed,seed_offset,task_stage,save_init_artifact,load_init_artifact,experiment,variant_key,variant_label,model_family,model_kind,predictor,gate_type,gate_sigma,lambda_sparse,lambda_sample_smooth,selection,sigma_match,lambda_base,lambda_multiplier,goal0_target_reference,goal1_group,goal1_target_reference,_best_cfg,artifacts_dir,test_cindex,best_val_cindex,best_epoch,mean_Ksoft,mean_Khard,affinity_artifact,init_artifact,gene_union_count,gene_freq_ge_threshold_count,effective_gene_count,status,error,elapsed_sec,split_block_id,fixed_init_source_seed,fixed_init_source_variant_key,dataset_selected_mean_Khard,dataset_target_mean_Khard,dataset_khard_delta,dataset_selected_summary_stage,dataset_selected_summary_file
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,103123,125,103123,0,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_lconcrete_lamx1p25__seed125_init.pt,goal1,goal1_smooth_lconcrete_lamx1p25,L-Concrete smooth x1.2,L-Concrete,gated,linear,concrete,0.15,0.0025,0.025,goal1_smooth_sweep,exact,0.002,1.25,False,linear_gated,,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7336252856054837,0.7658423493044823,14,203.7373809814453,185.2123565673828,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__fixed_init_eval__goal1_smooth_lconcrete_lamx1p25__seed103123_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_lconcrete_lamx1p25__seed125_init.pt,874.0,495.0,450.9379056510269,ok,,1.8571295738220213,3.0,125.0,goal1_smooth_lconcrete_lamx1p25,190.79150390625,,,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,100124,127,100124,1,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_llspin_lamx0p75__seed127_init.pt,goal1,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,gated,linear,lspin_tf,0.22,0.00525,0.1,goal1_smooth_sweep,exact,0.007,0.75,False,linear_gated,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7142041127189642,0.7893586005830904,13,1919.296630859375,1919.328125,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__fixed_init_eval__goal1_smooth_llspin_lamx0p75__seed100124_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_llspin_lamx0p75__seed127_init.pt,3560.0,3546.0,3081.165764680856,ok,,1.5196998119354248,0.0,127.0,goal1_smooth_llspin_lamx0p75,1860.3830078125,,,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,101125,125,101125,2,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_llspin_lamx0p75__seed125_init.pt,goal1,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,gated,linear,lspin_tf,0.22,0.00525,0.1,goal1_smooth_sweep,exact,0.007,0.75,False,linear_gated,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7195354150799695,0.7642967542503863,4,1904.9013671875,1905.146728515625,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__fixed_init_eval__goal1_smooth_llspin_lamx0p75__seed101125_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_llspin_lamx0p75__seed125_init.pt,3862.0,3742.0,3181.646893169986,ok,,0.6955680847167969,1.0,125.0,goal1_smooth_llspin_lamx0p75,1860.3830078125,,,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,103123,124,103123,0,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_llspin_lamx0p75__seed124_init.pt,goal1,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,gated,linear,lspin_tf,0.22,0.00525,0.1,goal1_smooth_sweep,exact,0.007,0.75,False,linear_gated,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7223914699162224,0.7690397350993378,6,1875.829345703125,1876.108154296875,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__fixed_init_eval__goal1_smooth_llspin_lamx0p75__seed103123_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_llspin_lamx0p75__seed124_init.pt,3551.0,3523.0,3084.174935226953,ok,,1.0020484924316406,3.0,124.0,goal1_smooth_llspin_lamx0p75,1860.3830078125,,,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,100124,126,100124,1,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_lspin_lamx1p0__seed126_init.pt,goal1,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,gated,mlp,lspin_tf,0.22,0.007,0.1,goal1_smooth_sweep,exact,0.007,1.0,False,smooth,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7141089108910891,0.8474721508140531,7,1098.8890380859375,1099.0076904296875,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__fixed_init_eval__goal1_smooth_lspin_lamx1p0__seed100124_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_lspin_lamx1p0__seed126_init.pt,2045.0,2005.0,1829.2070213496013,ok,,1.274735927581787,0.0,126.0,goal1_smooth_lspin_lamx1p0,985.94208984375,985.94208984375,0.0,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,101125,123,101125,2,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_lspin_lamx1p0__seed123_init.pt,goal1,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,gated,mlp,lspin_tf,0.22,0.007,0.1,goal1_smooth_sweep,exact,0.007,1.0,False,smooth,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.729912414318355,0.7689556509298998,4,1043.4407958984375,1043.87646484375,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__fixed_init_eval__goal1_smooth_lspin_lamx1p0__seed101125_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_lspin_lamx1p0__seed123_init.pt,2357.0,2134.0,1891.4288178696995,ok,,1.4064693450927734,1.0,123.0,goal1_smooth_lspin_lamx1p0,985.94208984375,985.94208984375,0.0,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,103123,125,103123,0,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_lspin_lamx1p0__seed125_init.pt,goal1,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,gated,mlp,lspin_tf,0.22,0.007,0.1,goal1_smooth_sweep,exact,0.007,1.0,False,smooth,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 12, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.71001523229246,0.7480680061823802,5,1031.18896484375,1031.355224609375,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__fixed_init_eval__goal1_smooth_lspin_lamx1p0__seed103123_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__goal1_smooth_lspin_lamx1p0__seed125_init.pt,2104.0,2002.0,1806.4553510500148,ok,,3.041092872619629,3.0,125.0,goal1_smooth_lspin_lamx1p0,985.94208984375,985.94208984375,0.0,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,100124,127,100124,1,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__mlp__seed127_init.pt,goal1,mlp,MLP,MLP,mlp,,,,,,reference,na,,,False,dense,,{},/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.74495430312262,0.8075801749271136,57,,,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__mlp__seed127_init.pt,,,,ok,,5.526425361633301,0.0,127.0,mlp,,,,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,101125,124,101125,2,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__mlp__seed124_init.pt,goal1,mlp,MLP,MLP,mlp,,,,,,reference,na,,,False,dense,,{},/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7311500380807312,0.7723509933774835,9,,,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__mlp__seed124_init.pt,,,,ok,,1.928574085235596,1.0,124.0,mlp,,,,screen,goal1_matched_summary.csv
kipan,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/kipan_20260209_213604,8,103123,123,103123,0,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__mlp__seed123_init.pt,goal1,mlp,MLP,MLP,mlp,,,,,,reference,na,,,False,dense,,{},/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.7291507996953541,0.8011444921316166,4,,,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/kipan__goal1__screen__mlp__seed123_init.pt,,,,ok,,1.0131473541259766,3.0,123.0,mlp,,,,screen,goal1_matched_summary.csv
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,100125,123,100125,2,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_linear_cox__seed123_init.pt,goal1,goal1_linear_cox,Linear Cox,LinearCox,linear_cox,,,,,,reference,na,,,False,dense,,{},/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.5832923832923833,0.8042763157894737,6,,,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_linear_cox__seed123_init.pt,,,,ok,,9.810952425003052,0.0,123.0,goal1_linear_cox,,,,screen,goal1_matched_summary.csv
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,102123,124,102123,0,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_linear_cox__seed124_init.pt,goal1,goal1_linear_cox,Linear Cox,LinearCox,linear_cox,,,,,,reference,na,,,False,dense,,{},/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.5891891891891892,0.7,0,,,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_linear_cox__seed124_init.pt,,,,ok,,1.0066347122192385,2.0,124.0,goal1_linear_cox,,,,screen,goal1_matched_summary.csv
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,103124,125,103124,1,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_linear_cox__seed125_init.pt,goal1,goal1_linear_cox,Linear Cox,LinearCox,linear_cox,,,,,,reference,na,,,False,dense,,{},/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.5746109746109747,0.7619047619047619,8,,,,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_linear_cox__seed125_init.pt,,,,ok,,1.0565638542175293,3.0,125.0,goal1_linear_cox,,,,screen,goal1_matched_summary.csv
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,100125,124,100125,2,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_lspin_alt_nosmooth__seed124_init.pt,goal1,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,gated,mlp,lspin_tf,0.1,0.007,0.0,nosmooth,nearest,0.007,1.0,False,alt_sigma,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 10, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.5521703521703522,0.618,13,250.2567901611328,250.24758911132807,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__fixed_init_eval__goal1_lspin_alt_nosmooth__seed100125_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_lspin_alt_nosmooth__seed124_init.pt,3830.0,738.0,796.4486505151681,ok,,5.620553016662598,0.0,124.0,goal1_lspin_alt_nosmooth,284.4308685302734,,,screen,goal1_matched_summary.csv
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,102123,127,102123,0,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_lspin_alt_nosmooth__seed127_init.pt,goal1,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,gated,mlp,lspin_tf,0.1,0.007,0.0,nosmooth,nearest,0.007,1.0,False,alt_sigma,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 10, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6420966420966421,0.665680473372781,8,353.9118347167969,353.9839172363281,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__fixed_init_eval__goal1_lspin_alt_nosmooth__seed102123_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_lspin_alt_nosmooth__seed127_init.pt,3971.0,1208.0,1164.2912848144667,ok,,5.1874425411224365,2.0,127.0,goal1_lspin_alt_nosmooth,284.4308685302734,,,screen,goal1_matched_summary.csv
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,103124,125,103124,1,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_lspin_alt_nosmooth__seed125_init.pt,goal1,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,gated,mlp,lspin_tf,0.1,0.007,0.0,nosmooth,nearest,0.007,1.0,False,alt_sigma,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 10, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6586404586404586,0.772005772005772,14,242.4886016845703,242.53054809570312,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__fixed_init_eval__goal1_lspin_alt_nosmooth__seed103124_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_lspin_alt_nosmooth__seed125_init.pt,3737.0,716.0,764.008715948437,ok,,6.486439228057861,3.0,125.0,goal1_lspin_alt_nosmooth,284.4308685302734,,,screen,goal1_matched_summary.csv
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,100125,125,100125,2,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_nosmooth_concrete_lamx1p25__seed125_init.pt,goal1,goal1_nosmooth_concrete_lamx1p25,Concrete nosmooth x1.2,Concrete,gated,mlp,concrete,0.1,0.00275,0.0,goal1_nosmooth_sweep,exact,0.0022,1.25,False,nosmooth,,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6746928746928746,0.7070707070707071,9,306.4766845703125,289.4405212402344,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__fixed_init_eval__goal1_nosmooth_concrete_lamx1p25__seed100125_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_nosmooth_concrete_lamx1p25__seed125_init.pt,9177.0,1290.0,2786.88745471,ok,,5.358331203460693,0.0,125.0,goal1_nosmooth_concrete_lamx1p25,266.081674194336,284.4308685302734,18.34919433593745,screen,goal1_matched_summary.csv
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,102123,127,102123,0,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_nosmooth_concrete_lamx1p25__seed127_init.pt,goal1,goal1_nosmooth_concrete_lamx1p25,Concrete nosmooth x1.2,Concrete,gated,mlp,concrete,0.1,0.00275,0.0,goal1_nosmooth_sweep,exact,0.0022,1.25,False,nosmooth,,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.6355446355446356,0.5650887573964497,7,356.88262939453125,331.2475891113281,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__fixed_init_eval__goal1_nosmooth_concrete_lamx1p25__seed102123_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_nosmooth_concrete_lamx1p25__seed127_init.pt,10510.0,1593.0,3695.5143623424574,ok,,7.067137718200684,2.0,127.0,goal1_nosmooth_concrete_lamx1p25,266.081674194336,284.4308685302734,18.34919433593745,screen,goal1_matched_summary.csv
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,103124,124,103124,1,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_nosmooth_concrete_lamx1p25__seed124_init.pt,goal1,goal1_nosmooth_concrete_lamx1p25,Concrete nosmooth x1.2,Concrete,gated,mlp,concrete,0.1,0.00275,0.0,goal1_nosmooth_sweep,exact,0.0022,1.25,False,nosmooth,,"{'gated_lr': 0.001, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 20, 'gate_weight_decay': None}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.5811629811629812,0.676,9,265.32086181640625,249.48231506347656,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__fixed_init_eval__goal1_nosmooth_concrete_lamx1p25__seed103124_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_nosmooth_concrete_lamx1p25__seed124_init.pt,8230.0,1149.0,2524.484425394058,ok,,3.5827765464782715,3.0,124.0,goal1_nosmooth_concrete_lamx1p25,266.081674194336,284.4308685302734,18.34919433593745,screen,goal1_matched_summary.csv
brca,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/processed/tcga_brca20260214_001423,5,100125,124,100125,2,fixed_init_eval,False,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_nosmooth_lspin_lamx1p0__seed124_init.pt,goal1,goal1_nosmooth_lspin_lamx1p0,LSPIN nosmooth x1,LSPIN,gated,mlp,lspin_tf,0.1,0.007,0.0,goal1_nosmooth_sweep,exact,0.007,1.0,False,nosmooth,,"{'gated_lr': 0.002, 'gating_hidden_dim': 64, 'lr_schedule': None, 'temp_schedule': None, 'gate_hidden_dropout_p': 0.0, 'patience': 10, 'gate_weight_decay': 0.0}",/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts,0.5521703521703522,0.618,13,250.2567901611328,250.24758911132807,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__fixed_init_eval__goal1_nosmooth_lspin_lamx1p0__seed100125_aff.npy,/banach2/wes/lspin-repos/sparsedeepsurv-paper/data/runs/validate_goal1_gentle_all_kipan_brca_20260408_175906/artifacts/brca__goal1__screen__goal1_nosmooth_lspin_lamx1p0__seed124_init.pt,3830.0,738.0,796.4486505151681,ok,,2.6937849521636963,0.0,124.0,goal1_nosmooth_lspin_lamx1p0,284.4308685302734,284.4308685302734,0.0,screen,goal1_matched_summary.csv
